"","x"
"5107","AU-VIC-SGI"
"5108","AU-VIC-SGR"
"5109","AU-VIC-STO"
"5110","AU-VIC-STR"
"5111","AU-VIC-SUR"
"5112","AU-VIC-SWA"
"5113","AU-VIC-TOW"
"5114","AU-VIC-WAN"
"5115","AU-VIC-WAR"
"5116","AU-VIC-WEL"
"5117","AU-VIC-WES"
"5118","AU-VIC-WHI"
"5119","AU-VIC-WHO"
"5120","AU-VIC-WOD"
"5121","AU-VIC-WPI"
"5122","AU-VIC-WYN"
"5123","AU-VIC-YAR"
"5124","AU-VIC-YMB"
"5125","AU-VIC-YRA"
"5126","AU-WA-ALB"
"5127","AU-WA-ARM"
"5128","AU-WA-ASH"
"5129","AU-WA-AUG"
"5130","AU-WA-BAS"
"5131","AU-WA-BAY"
"5132","AU-WA-BEL"
"5133","AU-WA-BEV"
"5134","AU-WA-BOD"
"5135","AU-WA-BOY"
"5136","AU-WA-BRI"
"5137","AU-WA-BRK"
"5138","AU-WA-BRM"
"5139","AU-WA-BRT"
"5140","AU-WA-BRU"
"5141","AU-WA-BUN"
"5142","AU-WA-BUS"
"5143","AU-WA-CAM"
"5144","AU-WA-CAN"
"5145","AU-WA-CAP"
"5146","AU-WA-CAR"
"5147","AU-WA-CHA"
"5148","AU-WA-CHI"
"5149","AU-WA-CLA"
"5150","AU-WA-CLG"
"5151","AU-WA-CNM"
"5152","AU-WA-COC"
"5153","AU-WA-COL"
"5154","AU-WA-COO"
"5155","AU-WA-COR"
"5156","AU-WA-COT"
"5157","AU-WA-CRA"
"5158","AU-WA-CUB"
"5159","AU-WA-CUE"
"5160","AU-WA-CUN"
"5161","AU-WA-DAL"
"5162","AU-WA-DAN"
"5163","AU-WA-DAR"
"5164","AU-WA-DEN"
"5165","AU-WA-DER"
"5166","AU-WA-DON"
"5167","AU-WA-DOW"
"5168","AU-WA-DUM"
"5169","AU-WA-DUN"
"5170","AU-WA-EFR"
"5171","AU-WA-EPI"
"5172","AU-WA-ESP"
"5173","AU-WA-EXM"
"5174","AU-WA-FRE"
"5175","AU-WA-GER"
"5176","AU-WA-GIN"
"5177","AU-WA-GNO"
"5178","AU-WA-GOO"
"5179","AU-WA-GOS"
"5180","AU-WA-HAL"
"5181","AU-WA-HAR"
"5182","AU-WA-IRW"
"5183","AU-WA-JER"
"5184","AU-WA-JPP"
"5185","AU-WA-KAB"
"5186","AU-WA-KAL"
"5187","AU-WA-KAT"
"5188","AU-WA-KEL"
"5189","AU-WA-KEN"
"5190","AU-WA-KOJ"
"5191","AU-WA-KON"
"5192","AU-WA-KOO"
"5193","AU-WA-KUL"
"5194","AU-WA-KWI"
"5195","AU-WA-LAK"
"5196","AU-WA-LAV"
"5197","AU-WA-LEO"
"5198","AU-WA-MED"
"5199","AU-WA-MEE"
"5200","AU-WA-MEL"
"5201","AU-WA-MEN"
"5202","AU-WA-MER"
"5203","AU-WA-MIN"
"5204","AU-WA-MMA"
"5205","AU-WA-MND"
"5206","AU-WA-MNJ"
"5207","AU-WA-MOO"
"5208","AU-WA-MOR"
"5209","AU-WA-MOS"
"5210","AU-WA-MOU"
"5211","AU-WA-MRC"
"5212","AU-WA-MUK"
"5213","AU-WA-MUL"
"5214","AU-WA-MUN"
"5215","AU-WA-MUR"
"5216","AU-WA-NAN"
"5217","AU-WA-NAS"
"5218","AU-WA-NAT"
"5219","AU-WA-NGA"
"5220","AU-WA-NHP"
"5221","AU-WA-NOR"
"5222","AU-WA-NRM"
"5223","AU-WA-NUN"
"5224","AU-WA-PEP"
"5225","AU-WA-PER"
"5226","AU-WA-PIN"
"5227","AU-WA-PLA"
"5228","AU-WA-POR"
"5229","AU-WA-PRJ"
"5230","AU-WA-QUA"
"5231","AU-WA-RAV"
"5232","AU-WA-ROC"
"5233","AU-WA-ROE"
"5234","AU-WA-SAN"
"5235","AU-WA-SER"
"5236","AU-WA-SHA"
"5237","AU-WA-SOU"
"5238","AU-WA-STI"
"5239","AU-WA-SUB"
"5240","AU-WA-SWA"
"5241","AU-WA-TAM"
"5242","AU-WA-THR"
"5243","AU-WA-TOO"
"5244","AU-WA-TRA"
"5245","AU-WA-UPP"
"5246","AU-WA-VIN"
"5247","AU-WA-VPA"
"5248","AU-WA-VPL"
"5249","AU-WA-WAG"
"5250","AU-WA-WAN"
"5251","AU-WA-WAR"
"5252","AU-WA-WEA"
"5253","AU-WA-WES"
"5254","AU-WA-WIC"
"5255","AU-WA-WLL"
"5256","AU-WA-WLN"
"5257","AU-WA-WND"
"5258","AU-WA-WON"
"5259","AU-WA-WOO"
"5260","AU-WA-WYA"
"5261","AU-WA-WYN"
"5262","AU-WA-YAL"
"5263","AU-WA-YIL"
"5264","AU-WA-YOR"
"5265","CA-AB-EI"
"5266","CA-AB-EL"
"5267","CA-AB-ET"
"5268","CA-AB-FI"
"5269","CA-AB-FN"
"5270","CA-AB-FO"
"5271","CA-AB-FT"
"5272","CA-AB-NI"
"5273","CA-AB-NT"
"5274","CA-AB-ON"
"5275","CA-AB-SE"
"5276","CA-AB-SI"
"5277","CA-AB-SN"
"5278","CA-AB-ST"
"5279","CA-AB-TE"
"5280","CA-AB-TN"
"5281","CA-AB-TR"
"5282","CA-AB-TV"
"5283","CA-AB-TW"
"5284","CA-BC-AC"
"5285","CA-BC-BN"
"5286","CA-BC-CC"
"5287","CA-BC-CK"
"5288","CA-BC-CO"
"5289","CA-BC-CP"
"5290","CA-BC-CR"
"5291","CA-BC-CS"
"5292","CA-BC-CV"
"5293","CA-BC-CX"
"5294","CA-BC-EK"
"5295","CA-BC-FF"
"5296","CA-BC-FV"
"5297","CA-BC-GV"
"5298","CA-BC-KB"
"5299","CA-BC-KS"
"5300","CA-BC-MW"
"5301","CA-BC-NA"
"5302","CA-BC-NO"
"5303","CA-BC-NR"
"5304","CA-BC-OS"
"5305","CA-BC-PC"
"5306","CA-BC-PW"
"5307","CA-BC-SC"
"5308","CA-BC-SL"
"5309","CA-BC-SQ"
"5310","CA-BC-ST"
"5311","CA-BC-TN"
"5312","CA-MB-EE"
"5313","CA-MB-EI"
"5314","CA-MB-EL"
"5315","CA-MB-ET"
"5316","CA-MB-FI"
"5317","CA-MB-FN"
"5318","CA-MB-FO"
"5319","CA-MB-FT"
"5320","CA-MB-NI"
"5321","CA-MB-NT"
"5322","CA-MB-ON"
"5323","CA-MB-SE"
"5324","CA-MB-SI"
"5325","CA-MB-SN"
"5326","CA-MB-ST"
"5327","CA-MB-TE"
"5328","CA-MB-TN"
"5329","CA-MB-TO"
"5330","CA-MB-TR"
"5331","CA-MB-TT"
"5332","CA-MB-TV"
"5333","CA-MB-TW"
"5334","CA-MB-TY"
"5335","CA-NB-AL"
"5336","CA-NB-CA"
"5337","CA-NB-CH"
"5338","CA-NB-GL"
"5339","CA-NB-KE"
"5340","CA-NB-KI"
"5341","CA-NB-MA"
"5342","CA-NB-NO"
"5343","CA-NB-QU"
"5344","CA-NB-RE"
"5345","CA-NB-SJ"
"5346","CA-NB-SU"
"5347","CA-NB-VI"
"5348","CA-NB-WE"
"5349","CA-NB-YO"
"5350","CA-NL-EI"
"5351","CA-NL-EL"
"5352","CA-NL-FI"
"5353","CA-NL-FO"
"5354","CA-NL-NI"
"5355","CA-NL-ON"
"5356","CA-NL-SE"
"5357","CA-NL-SI"
"5358","CA-NL-TE"
"5359","CA-NL-TR"
"5360","CA-NL-TW"
"5361","CA-NS-AG"
"5362","CA-NS-AP"
"5363","CA-NS-CB"
"5364","CA-NS-CO"
"5365","CA-NS-CU"
"5366","CA-NS-DI"
"5367","CA-NS-GU"
"5368","CA-NS-HL"
"5369","CA-NS-HN"
"5370","CA-NS-IN"
"5371","CA-NS-KI"
"5372","CA-NS-LU"
"5373","CA-NS-PI"
"5374","CA-NS-QU"
"5375","CA-NS-RI"
"5376","CA-NS-SH"
"5377","CA-NS-VI"
"5378","CA-NS-YA"
"5379","CA-NT-FS"
"5380","CA-NT-IN"
"5381","CA-NU-KT"
"5382","CA-NU-KV"
"5383","CA-NU-QK"
"5384","CA-ON-AL"
"5385","CA-ON-BC"
"5386","CA-ON-BN"
"5387","CA-ON-CO"
"5388","CA-ON-DF"
"5389","CA-ON-DR"
"5390","CA-ON-EL"
"5391","CA-ON-ES"
"5392","CA-ON-FR"
"5393","CA-ON-GR"
"5394","CA-ON-HA"
"5395","CA-ON-HB"
"5396","CA-ON-HD"
"5397","CA-ON-HS"
"5398","CA-ON-HT"
"5399","CA-ON-HU"
"5400","CA-ON-KR"
"5401","CA-ON-KT"
"5402","CA-ON-LA"
"5403","CA-ON-LG"
"5404","CA-ON-LM"
"5405","CA-ON-LN"
"5406","CA-ON-MA"
"5407","CA-ON-MI"
"5408","CA-ON-MU"
"5409","CA-ON-NF"
"5410","CA-ON-NG"
"5411","CA-ON-NP"
"5412","CA-ON-NU"
"5413","CA-ON-OT"
"5414","CA-ON-OX"
"5415","CA-ON-PB"
"5416","CA-ON-PE"
"5417","CA-ON-PL"
"5418","CA-ON-PR"
"5419","CA-ON-PS"
"5420","CA-ON-PT"
"5421","CA-ON-RE"
"5422","CA-ON-RR"
"5423","CA-ON-SB"
"5424","CA-ON-SC"
"5425","CA-ON-SD"
"5426","CA-ON-SU"
"5427","CA-ON-TB"
"5428","CA-ON-TI"
"5429","CA-ON-TO"
"5430","CA-ON-VI"
"5431","CA-ON-WL"
"5432","CA-ON-WT"
"5433","CA-ON-YO"
"5434","CA-PE-KI"
"5435","CA-PE-PR"
"5436","CA-PE-QU"
"5437","CA-QC-AB"
"5438","CA-QC-AC"
"5439","CA-QC-AG"
"5440","CA-QC-AL"
"5441","CA-QC-AN"
"5442","CA-QC-AO"
"5443","CA-QC-APP"
"5444","CA-QC-AS"
"5445","CA-QC-AT"
"5446","CA-QC-AV"
"5447","CA-QC-BA"
"5448","CA-QC-BC"
"5449","CA-QC-BH"
"5450","CA-QC-BL"
"5451","CA-QC-BM"
"5452","CA-QC-BO"
"5453","CA-QC-BR"
"5454","CA-QC-BS"
"5455","CA-QC-CAN"
"5456","CA-QC-CB"
"5457","CA-QC-CE"
"5458","CA-QC-CG"
"5459","CA-QC-CM"
"5460","CA-QC-CO"
"5461","CA-QC-CP"
"5462","CA-QC-CT"
"5463","CA-QC-CV"
"5464","CA-QC-DA"
"5465","CA-QC-DD"
"5466","CA-QC-DE"
"5467","CA-QC-DM"
"5468","CA-QC-DR"
"5469","CA-QC-DU"
"5470","CA-QC-ER"
"5471","CA-QC-ET"
"5472","CA-QC-FR"
"5473","CA-QC-FS"
"5474","CA-QC-GR"
"5475","CA-QC-GSL"
"5476","CA-QC-HC"
"5477","CA-QC-HF"
"5478","CA-QC-HL"
"5479","CA-QC-HM"
"5480","CA-QC-HR"
"5481","CA-QC-HY"
"5482","CA-QC-IM"
"5483","CA-QC-IO"
"5484","CA-QC-IS"
"5485","CA-QC-JAM"
"5486","CA-QC-JC"
"5487","CA-QC-JN"
"5488","CA-QC-JO"
"5489","CA-QC-KA"
"5490","CA-QC-LCH"
"5491","CA-QC-LJ"
"5492","CA-QC-LL"
"5493","CA-QC-LO"
"5494","CA-QC-LS"
"5495","CA-QC-LV"
"5496","CA-QC-MB"
"5497","CA-QC-MC"
"5498","CA-QC-ME"
"5499","CA-QC-MG"
"5500","CA-QC-MI"
"5501","CA-QC-MK"
"5502","CA-QC-ML"
"5503","CA-QC-MM"
"5504","CA-QC-MN"
"5505","CA-QC-MO"
"5506","CA-QC-MP"
"5507","CA-QC-MR"
"5508","CA-QC-MS"
"5509","CA-QC-MT"
"5510","CA-QC-MU"
"5511","CA-QC-MW"
"5512","CA-QC-NB"
"5513","CA-QC-NQ"
"5514","CA-QC-NY"
"5515","CA-QC-OU"
"5516","CA-QC-PB"
"5517","CA-QC-PH"
"5518","CA-QC-PN"
"5519","CA-QC-PP"
"5520","CA-QC-PR"
"5521","CA-QC-QU"
"5522","CA-QC-RC"
"5523","CA-QC-RD"
"5524","CA-QC-RL"
"5525","CA-QC-RM"
"5526","CA-QC-RN"
"5527","CA-QC-RS"
"5528","CA-QC-RV"
"5529","CA-QC-SAG"
"5530","CA-QC-SH"
"5531","CA-QC-SR"
"5532","CA-QC-TB"
"5533","CA-QC-TM"
"5534","CA-QC-TT"
"5535","CA-QC-VF"
"5536","CA-QC-VG"
"5537","CA-QC-VO"
"5538","CA-QC-VR"
"5539","CA-QC-VS"
"5540","CA-SK-EI"
"5541","CA-SK-EL"
"5542","CA-SK-ET"
"5543","CA-SK-FI"
"5544","CA-SK-FN"
"5545","CA-SK-FO"
"5546","CA-SK-FT"
"5547","CA-SK-NI"
"5548","CA-SK-ON"
"5549","CA-SK-SE"
"5550","CA-SK-SI"
"5551","CA-SK-SN"
"5552","CA-SK-ST"
"5553","CA-SK-TE"
"5554","CA-SK-TN"
"5555","CA-SK-TR"
"5556","CA-SK-TV"
"5557","CA-SK-TW"
"5558","CA-YT-YT"
"5559","ES-AN-AM"
"5560","ES-AN-CD"
"5561","ES-AN-CO"
"5562","ES-AN-GD"
"5563","ES-AN-HL"
"5564","ES-AN-JA"
"5565","ES-AN-MG"
"5566","ES-AN-SV"
"5567","ES-AR-HS"
"5568","ES-AR-TE"
"5569","ES-AR-ZG"
"5570","ES-CL-AV"
"5571","ES-CL-BU"
"5572","ES-CL-LN"
"5573","ES-CL-PL"
"5574","ES-CL-SG"
"5575","ES-CL-SL"
"5576","ES-CL-SR"
"5577","ES-CL-VD"
"5578","ES-CL-ZM"
"5579","ES-CM-AB"
"5580","ES-CM-CR"
"5581","ES-CM-CU"
"5582","ES-CM-GJ"
"5583","ES-CM-TD"
"5584","ES-CT-BR"
"5585","ES-CT-GN"
"5586","ES-CT-LD"
"5587","ES-CT-TG"
"5588","ES-EX-BD"
"5589","ES-EX-CC"
"5590","ES-GA-AC"
"5591","ES-GA-LG"
"5592","ES-GA-OR"
"5593","ES-GA-PV"
"5594","ES-PV-AA"
"5595","ES-PV-GP"
"5596","ES-PV-VZ"
"5597","ES-VC-AN"
"5598","ES-VC-CS"
"5599","ES-VC-VN"
"5600","GB-ENG-BDF"
"5601","GB-ENG-BKM"
"5602","GB-ENG-BNS"
"5603","GB-ENG-BRC"
"5604","GB-ENG-BST"
"5605","GB-ENG-CAM"
"5606","GB-ENG-CHS"
"5607","GB-ENG-CMA"
"5608","GB-ENG-CON"
"5609","GB-ENG-DBY"
"5610","GB-ENG-DEV"
"5611","GB-ENG-DOR"
"5612","GB-ENG-DUR"
"5613","GB-ENG-ERY"
"5614","GB-ENG-ESS"
"5615","GB-ENG-ESX"
"5616","GB-ENG-GAT"
"5617","GB-ENG-GLS"
"5618","GB-ENG-HAL"
"5619","GB-ENG-HAM"
"5620","GB-ENG-HEF"
"5621","GB-ENG-HRT"
"5622","GB-ENG-IOW"
"5623","GB-ENG-KEN"
"5624","GB-ENG-KWL"
"5625","GB-ENG-LAN"
"5626","GB-ENG-LEC"
"5627","GB-ENG-LIN"
"5628","GB-ENG-LND"
"5629","GB-ENG-MAN"
"5630","GB-ENG-NBL"
"5631","GB-ENG-NFK"
"5632","GB-ENG-NTH"
"5633","GB-ENG-NTT"
"5634","GB-ENG-NYK"
"5635","GB-ENG-OXF"
"5636","GB-ENG-RUT"
"5637","GB-ENG-SAW"
"5638","GB-ENG-SFK"
"5639","GB-ENG-SHR"
"5640","GB-ENG-SOM"
"5641","GB-ENG-SRY"
"5642","GB-ENG-STS"
"5643","GB-ENG-STT"
"5644","GB-ENG-WAR"
"5645","GB-ENG-WIL"
"5646","GB-ENG-WKF"
"5647","GB-ENG-WOR"
"5648","GB-ENG-WSX"
"5649","GB-NIR-ANT"
"5650","GB-NIR-ARM"
"5651","GB-NIR-BFS"
"5652","GB-NIR-DOW"
"5653","GB-NIR-DRY"
"5654","GB-NIR-FER"
"5655","GB-NIR-NYM"
"5656","GB-NIR-OMH"
"5657","GB-SCT-ABD"
"5658","GB-SCT-ABE"
"5659","GB-SCT-AGB"
"5660","GB-SCT-ANS"
"5661","GB-SCT-CLK"
"5662","GB-SCT-DGY"
"5663","GB-SCT-DND"
"5664","GB-SCT-EAY"
"5665","GB-SCT-EDH"
"5666","GB-SCT-EDU"
"5667","GB-SCT-ELN"
"5668","GB-SCT-ELS"
"5669","GB-SCT-FAL"
"5670","GB-SCT-FIF"
"5671","GB-SCT-GLG"
"5672","GB-SCT-HLD"
"5673","GB-SCT-MLN"
"5674","GB-SCT-MRY"
"5675","GB-SCT-NAY"
"5676","GB-SCT-NLK"
"5677","GB-SCT-ORK"
"5678","GB-SCT-PKN"
"5679","GB-SCT-RFW"
"5680","GB-SCT-SAY"
"5681","GB-SCT-SCB"
"5682","GB-SCT-SLK"
"5683","GB-SCT-STG"
"5684","GB-SCT-WDU"
"5685","GB-SCT-WLN"
"5686","GB-SCT-ZET"
"5687","GB-WLS-AGY"
"5688","GB-WLS-BGE"
"5689","GB-WLS-BGW"
"5690","GB-WLS-CAY"
"5691","GB-WLS-CGN"
"5692","GB-WLS-CMN"
"5693","GB-WLS-CRF"
"5694","GB-WLS-CWY"
"5695","GB-WLS-DEN"
"5696","GB-WLS-FLN"
"5697","GB-WLS-GWN"
"5698","GB-WLS-MON"
"5699","GB-WLS-MTY"
"5700","GB-WLS-NTL"
"5701","GB-WLS-NWP"
"5702","GB-WLS-PEM"
"5703","GB-WLS-POW"
"5704","GB-WLS-RCT"
"5705","GB-WLS-SWA"
"5706","GB-WLS-TOF"
"5707","GB-WLS-VGL"
"5708","GB-WLS-WRX"
"5709","GQ-C-CS"
"5710","GQ-C-KN"
"5711","GQ-C-LI"
"5712","GQ-C-WN"
"5713","GQ-I-AN"
"5714","GQ-I-BN"
"5715","GQ-I-BS"
"5716","ID-IJ-PA"
"5717","ID-IJ-PB"
"5718","ID-JW-BT"
"5719","ID-JW-JB"
"5720","ID-JW-JI"
"5721","ID-JW-JK"
"5722","ID-JW-JT"
"5723","ID-JW-YO"
"5724","ID-KA-KB"
"5725","ID-KA-KI"
"5726","ID-KA-KS"
"5727","ID-KA-KT"
"5728","ID-MA-MA"
"5729","ID-MA-MU"
"5730","ID-NU-BA"
"5731","ID-NU-NB"
"5732","ID-NU-NT"
"5733","ID-SL-GO"
"5734","ID-SL-SA"
"5735","ID-SL-SG"
"5736","ID-SL-SN"
"5737","ID-SL-SR"
"5738","ID-SL-ST"
"5739","ID-SM-AC"
"5740","ID-SM-BB"
"5741","ID-SM-BE"
"5742","ID-SM-JA"
"5743","ID-SM-KR"
"5744","ID-SM-LA"
"5745","ID-SM-RI"
"5746","ID-SM-SB"
"5747","ID-SM-SS"
"5748","ID-SM-SU"
"5749","IE-C-GY"
"5750","IE-C-LM"
"5751","IE-C-MO"
"5752","IE-C-RN"
"5753","IE-C-SO"
"5754","IE-L-CW"
"5755","IE-L-DN"
"5756","IE-L-KE"
"5757","IE-L-KK"
"5758","IE-L-LD"
"5759","IE-L-LH"
"5760","IE-L-LS"
"5761","IE-L-MH"
"5762","IE-L-OY"
"5763","IE-L-WH"
"5764","IE-L-WW"
"5765","IE-L-WX"
"5766","IE-M-CE"
"5767","IE-M-CK"
"5768","IE-M-KY"
"5769","IE-M-LK"
"5770","IE-M-TY"
"5771","IE-M-WD"
"5772","IE-U-CN"
"5773","IE-U-DL"
"5774","IE-U-MN"
"5775","IN-AN-AN"
"5776","IN-AN-AS"
"5777","IN-AN-NI"
"5778","IN-AP-AN"
"5779","IN-AP-CH"
"5780","IN-AP-CU"
"5781","IN-AP-EG"
"5782","IN-AP-GU"
"5783","IN-AP-KR"
"5784","IN-AP-KU"
"5785","IN-AP-NE"
"5786","IN-AP-PR"
"5787","IN-AP-SR"
"5788","IN-AP-VS"
"5789","IN-AP-VZ"
"5790","IN-AP-WG"
"5791","IN-AR-AN"
"5792","IN-AR-CH"
"5793","IN-AR-EK"
"5794","IN-AR-ES"
"5795","IN-AR-KK"
"5796","IN-AR-LB"
"5797","IN-AR-LD"
"5798","IN-AR-LO"
"5799","IN-AR-PA"
"5800","IN-AR-TA"
"5801","IN-AR-TI"
"5802","IN-AR-UB"
"5803","IN-AR-UD"
"5804","IN-AR-US"
"5805","IN-AR-WK"
"5806","IN-AR-WS"
"5807","IN-AS-BA"
"5808","IN-AS-BK"
"5809","IN-AS-BO"
"5810","IN-AS-CA"
"5811","IN-AS-CR"
"5812","IN-AS-DA"
"5813","IN-AS-DB"
"5814","IN-AS-DI"
"5815","IN-AS-DM"
"5816","IN-AS-GG"
"5817","IN-AS-GP"
"5818","IN-AS-HA"
"5819","IN-AS-JO"
"5820","IN-AS-KA"
"5821","IN-AS-KK"
"5822","IN-AS-KM"
"5823","IN-AS-KP"
"5824","IN-AS-KR"
"5825","IN-AS-LA"
"5826","IN-AS-MA"
"5827","IN-AS-NC"
"5828","IN-AS-NG"
"5829","IN-AS-NL"
"5830","IN-AS-SI"
"5831","IN-AS-SO"
"5832","IN-AS-TI"
"5833","IN-AS-UD"
"5834","IN-BR-AR"
"5835","IN-BR-AU"
"5836","IN-BR-AW"
"5837","IN-BR-BA"
"5838","IN-BR-BE"
"5839","IN-BR-BG"
"5840","IN-BR-BJ"
"5841","IN-BR-BU"
"5842","IN-BR-DA"
"5843","IN-BR-EC"
"5844","IN-BR-GA"
"5845","IN-BR-GO"
"5846","IN-BR-JA"
"5847","IN-BR-JE"
"5848","IN-BR-KH"
"5849","IN-BR-KI"
"5850","IN-BR-KM"
"5851","IN-BR-KT"
"5852","IN-BR-LA"
"5853","IN-BR-MB"
"5854","IN-BR-MG"
"5855","IN-BR-MP"
"5856","IN-BR-MZ"
"5857","IN-BR-NL"
"5858","IN-BR-NW"
"5859","IN-BR-PA"
"5860","IN-BR-PU"
"5861","IN-BR-RO"
"5862","IN-BR-SH"
"5863","IN-BR-SM"
"5864","IN-BR-SO"
"5865","IN-BR-SP"
"5866","IN-BR-SR"
"5867","IN-BR-ST"
"5868","IN-BR-SU"
"5869","IN-BR-SW"
"5870","IN-BR-VA"
"5871","IN-BR-WC"
"5872","IN-CH-CH"
"5873","IN-CT-BA"
"5874","IN-CT-BI"
"5875","IN-CT-BJ"
"5876","IN-CT-DA"
"5877","IN-CT-DH"
"5878","IN-CT-DU"
"5879","IN-CT-JA"
"5880","IN-CT-JC"
"5881","IN-CT-KB"
"5882","IN-CT-KJ"
"5883","IN-CT-KK"
"5884","IN-CT-KW"
"5885","IN-CT-MA"
"5886","IN-CT-NA"
"5887","IN-CT-RG"
"5888","IN-CT-RN"
"5889","IN-CT-RP"
"5890","IN-CT-SU"
"5891","IN-DD-DA"
"5892","IN-DD-DI"
"5893","IN-DL-CE"
"5894","IN-DL-EA"
"5895","IN-DL-ND"
"5896","IN-DL-NE"
"5897","IN-DL-NO"
"5898","IN-DL-NW"
"5899","IN-DL-SO"
"5900","IN-DL-SW"
"5901","IN-DL-WE"
"5902","IN-DN-DN"
"5903","IN-GA-NG"
"5904","IN-GA-SG"
"5905","IN-GJ-AH"
"5906","IN-GJ-AM"
"5907","IN-GJ-AN"
"5908","IN-GJ-BK"
"5909","IN-GJ-BR"
"5910","IN-GJ-BV"
"5911","IN-GJ-DA"
"5912","IN-GJ-DG"
"5913","IN-GJ-GA"
"5914","IN-GJ-JA"
"5915","IN-GJ-JU"
"5916","IN-GJ-KA"
"5917","IN-GJ-KH"
"5918","IN-GJ-MA"
"5919","IN-GJ-NR"
"5920","IN-GJ-NV"
"5921","IN-GJ-PA"
"5922","IN-GJ-PM"
"5923","IN-GJ-PO"
"5924","IN-GJ-RA"
"5925","IN-GJ-SK"
"5926","IN-GJ-SN"
"5927","IN-GJ-ST"
"5928","IN-GJ-TA"
"5929","IN-GJ-VD"
"5930","IN-GJ-VL"
"5931","IN-HP-BI"
"5932","IN-HP-CH"
"5933","IN-HP-HA"
"5934","IN-HP-KA"
"5935","IN-HP-KI"
"5936","IN-HP-KU"
"5937","IN-HP-LS"
"5938","IN-HP-MA"
"5939","IN-HP-SH"
"5940","IN-HP-SI"
"5941","IN-HP-SO"
"5942","IN-HP-UN"
"5943","IN-HR-AM"
"5944","IN-HR-BH"
"5945","IN-HR-FR"
"5946","IN-HR-FT"
"5947","IN-HR-GU"
"5948","IN-HR-HI"
"5949","IN-HR-JH"
"5950","IN-HR-JI"
"5951","IN-HR-KR"
"5952","IN-HR-KT"
"5953","IN-HR-KU"
"5954","IN-HR-MA"
"5955","IN-HR-ME"
"5956","IN-HR-PK"
"5957","IN-HR-PL"
"5958","IN-HR-PP"
"5959","IN-HR-RE"
"5960","IN-HR-RO"
"5961","IN-HR-SI"
"5962","IN-HR-SO"
"5963","IN-HR-YN"
"5964","IN-JH-BO"
"5965","IN-JH-CH"
"5966","IN-JH-DE"
"5967","IN-JH-DH"
"5968","IN-JH-DU"
"5969","IN-JH-ES"
"5970","IN-JH-GA"
"5971","IN-JH-GI"
"5972","IN-JH-GO"
"5973","IN-JH-GU"
"5974","IN-JH-HA"
"5975","IN-JH-JA"
"5976","IN-JH-KH"
"5977","IN-JH-KO"
"5978","IN-JH-LA"
"5979","IN-JH-LO"
"5980","IN-JH-PK"
"5981","IN-JH-PL"
"5982","IN-JH-RA"
"5983","IN-JH-RM"
"5984","IN-JH-SA"
"5985","IN-JH-SI"
"5986","IN-JH-SR"
"5987","IN-JH-WS"
"5988","IN-JK-AN"
"5989","IN-JK-BD"
"5990","IN-JK-BN"
"5991","IN-JK-BR"
"5992","IN-JK-DO"
"5993","IN-JK-GN"
"5994","IN-JK-JA"
"5995","IN-JK-KL"
"5996","IN-JK-KM"
"5997","IN-JK-KR"
"5998","IN-JK-KS"
"5999","IN-JK-KT"
"6000","IN-JK-KU"
"6001","IN-JK-LE"
"6002","IN-JK-PO"
"6003","IN-JK-PU"
"6004","IN-JK-RA"
"6005","IN-JK-RE"
"6006","IN-JK-RM"
"6007","IN-JK-SA"
"6008","IN-JK-SH"
"6009","IN-JK-SR"
"6010","IN-JK-UD"
"6011","IN-KA-BD"
"6012","IN-KA-BG"
"6013","IN-KA-BJ"
"6014","IN-KA-BK"
"6015","IN-KA-BL"
"6016","IN-KA-BN"
"6017","IN-KA-BR"
"6018","IN-KA-CH"
"6019","IN-KA-CJ"
"6020","IN-KA-CK"
"6021","IN-KA-CT"
"6022","IN-KA-DA"
"6023","IN-KA-DH"
"6024","IN-KA-DK"
"6025","IN-KA-GA"
"6026","IN-KA-GU"
"6027","IN-KA-HS"
"6028","IN-KA-HV"
"6029","IN-KA-KD"
"6030","IN-KA-KL"
"6031","IN-KA-KP"
"6032","IN-KA-MA"
"6033","IN-KA-MY"
"6034","IN-KA-RA"
"6035","IN-KA-RM"
"6036","IN-KA-SH"
"6037","IN-KA-TU"
"6038","IN-KA-UD"
"6039","IN-KA-UK"
"6040","IN-KA-YD"
"6041","IN-KL-AL"
"6042","IN-KL-ER"
"6043","IN-KL-ID"
"6044","IN-KL-KL"
"6045","IN-KL-KN"
"6046","IN-KL-KS"
"6047","IN-KL-KT"
"6048","IN-KL-KZ"
"6049","IN-KL-MA"
"6050","IN-KL-PL"
"6051","IN-KL-PT"
"6052","IN-KL-TS"
"6053","IN-KL-TV"
"6054","IN-KL-WA"
"6055","IN-LD-LD"
"6056","IN-MH-AH"
"6057","IN-MH-AK"
"6058","IN-MH-AM"
"6059","IN-MH-AU"
"6060","IN-MH-BH"
"6061","IN-MH-BI"
"6062","IN-MH-BU"
"6063","IN-MH-CH"
"6064","IN-MH-DH"
"6065","IN-MH-GA"
"6066","IN-MH-GO"
"6067","IN-MH-HI"
"6068","IN-MH-JG"
"6069","IN-MH-JN"
"6070","IN-MH-KO"
"6071","IN-MH-LA"
"6072","IN-MH-MC"
"6073","IN-MH-MS"
"6074","IN-MH-NB"
"6075","IN-MH-ND"
"6076","IN-MH-NG"
"6077","IN-MH-NS"
"6078","IN-MH-OS"
